last_name,__last_seen,third_name,updated_at,father_name,id,first_name,title,source,program,type,function,listed_at,name,url,gender,summary,second_name,__first_seen
,2018-04-26 10:54:50.312945,, 12 Jul 2013	 ,,us-cia-world-leaders.98fb80c3f82a6be78ecc69d2a50cee21d7a95259,,,us-cia-world-leaders,Belarus,individual,Min. of Taxes & Duties,,Vladimir POLUYAN,https://www.cia.gov/library/publications/resources/world-leaders-1/BO.html,,,,2018-04-12 08:15:26.137097
,2018-04-26 10:54:50.359285,, 3 Oct 2014	 ,,us-cia-world-leaders.a496192cf6e61e49d4523134da04a715e76c34f7,,,us-cia-world-leaders,Benin,individual,"Min. of Climate Change, Reforestation, & Protection of Natural & Forestry Resources",,Raphael EDOU,https://www.cia.gov/library/publications/resources/world-leaders-1/BN.html,,,,2018-04-12 08:15:01.610879
,2018-04-26 10:54:50.464388,, 3 Oct 2014	 ,,us-cia-world-leaders.7c95af2c710f34ade9c069b6a38cd9cac931458e,,,us-cia-world-leaders,Benin,individual,Min. in Charge of Presidential Affairs,,Issifou KGUI N'DOURO,https://www.cia.gov/library/publications/resources/world-leaders-1/BN.html,,,,2018-04-12 08:15:01.335678
,2018-04-26 10:54:51.272718,, 16 Aug 2016	 ,,us-cia-world-leaders.b40a8cd2319de99b32cf1f2a5c9cd1056cf55d1a,,,us-cia-world-leaders,Chad,individual,Sec. of State for Infrastructure & Opening Up,,Banata Tchalet SOW,https://www.cia.gov/library/publications/resources/world-leaders-1/CD.html,,,,2018-04-12 08:15:09.213279
,2018-04-26 10:54:51.322253,, 16 Oct 2015	 ,,us-cia-world-leaders.915eb84a7a536b84849912479d9f740cebf0c6f6,,,us-cia-world-leaders,Cameroon,individual,Min. of National Education,,Alim YOUSSOUF,https://www.cia.gov/library/publications/resources/world-leaders-1/CM.html,,,,2018-04-12 08:15:26.039944
,2018-04-26 10:54:51.623108,, 23 May 2016	 ,,us-cia-world-leaders.39aafbdec61bc7cb7ab0f613932d6d0ad2a77987,,,us-cia-world-leaders,Cambodia,individual,Dep. Prime Min.,,SAR KHENG,https://www.cia.gov/library/publications/resources/world-leaders-1/CB.html,,,,2018-04-12 08:15:05.269340
,2018-04-26 10:54:53.610310,, 5 Jan 2017	 ,,us-cia-world-leaders.8800dfc785a2a0362456597becb15586a5e2bab6,,,us-cia-world-leaders,Czechia,individual,Prime Min.,,Bohuslav SOBOTKA,https://www.cia.gov/library/publications/resources/world-leaders-1/EZ.html,,,,2018-04-12 08:15:35.261233
,2018-04-26 10:54:55.164423,, 27 Jan 2017	 ,,us-cia-world-leaders.63715325a7854640f6746c7e9341004e07a45acc,,,us-cia-world-leaders,Germany,individual,Chancellor,,Angela MERKEL,https://www.cia.gov/library/publications/resources/world-leaders-1/GM.html,,,,2018-04-12 08:15:27.469069
,2018-04-26 10:54:55.479108,, 27 Jan 2017	 ,,us-cia-world-leaders.7f0c40db0214b44688edd75f3ba693e981987f59,,,us-cia-world-leaders,Germany,individual,Ambassador to the US,,Peter WITTIG,https://www.cia.gov/library/publications/resources/world-leaders-1/GM.html,,,,2018-04-12 08:15:28.185664
,2018-04-26 10:54:55.986345,, 11 Jan 2017	 ,,us-cia-world-leaders.d829896f9beb09a175fe41472443fdf18705fb64,,,us-cia-world-leaders,Gabon,individual,Junior Minister to the Min. of Budget in Charge of Budget and Pension Funding,,Edgar Anicet MBOUMBOU-MIYAKOU,https://www.cia.gov/library/publications/resources/world-leaders-1/GB.html,,,,2018-04-12 08:15:38.005391
,2018-04-26 10:54:56.077112,, 11 Jan 2017	 ,,us-cia-world-leaders.04784cab9d7164968737cd1e6806af4d984d7027,,,us-cia-world-leaders,Gabon,individual,Junior Min. to the Min. of Digital Economy & Communication in Charge of Culture and Arts,,Olivier KOUMBA MBOUMBA,https://www.cia.gov/library/publications/resources/world-leaders-1/GB.html,,,,2018-04-12 08:15:38.740163
,2018-04-26 10:54:48.326756,, 1 Feb 2017	 ,,us-cia-world-leaders.f40ff889720a86126f10c501fafd64649ea53e2c,,,us-cia-world-leaders,Australia,individual,Min. for Sport,,Gregory Andrew HUNT,https://www.cia.gov/library/publications/resources/world-leaders-1/AS.html,,,,2018-04-12 08:15:00.214782
