last_name,__last_seen,third_name,updated_at,father_name,id,first_name,title,source,program,type,function,listed_at,name,url,gender,summary,second_name,__first_seen
COMTE,2018-04-26 06:30:26.294566,,,,coe_assembly.6842,Raphaël ,,coe_assembly,,individual,Substitute,,Raphaël COMTE,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=6842,,Alliance of Liberals and Democrats for Europe (ALDE),,2018-04-12 06:13:29.274880
DEMETER,2018-04-26 06:30:26.825963,,,,coe_assembly.7795,Márta ,,coe_assembly,,individual,Substitute,,Márta DEMETER,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7795,,Members not belonging to a Political Group (NR),,2018-04-12 06:13:44.434154
EGELUND,2018-04-26 06:30:41.914853,,,,coe_assembly.7435,Christina ,,coe_assembly,,individual,Substitute,,Christina EGELUND,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7435,,Alliance of Liberals and Democrats for Europe (ALDE),,2018-04-12 06:13:48.224769
USOV,2018-04-26 06:31:35.192837,,,,coe_assembly.7661,Kostiantyn ,,coe_assembly,,individual,Substitute,,Kostiantyn USOV,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7661,,European Conservatives Group (EC),,2018-04-12 06:15:13.450182
VEJKEY,2018-04-19 06:24:19.968427,,,,coe_assembly.6610,Imre ,,coe_assembly,,individual,Representative,,Imre VEJKEY,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=6610,,Group of the European People's Party (EPP/CD),,2018-04-12 06:15:13.682835
AST,2018-04-26 06:30:02.705238,,,,coe_assembly.7687,Marek ,,coe_assembly,,individual,Substitute,,Marek AST,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7687,,European Conservatives Group (EC),,2018-04-12 06:13:08.428174
CANNEY,2018-04-26 06:30:25.311229,,,,coe_assembly.7836,Seán ,,coe_assembly,,individual,Substitute,,Seán CANNEY,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7836,,Group of the European People's Party (EPP/CD),,2018-04-12 06:13:33.462784
ČOLAK,2018-04-26 06:30:26.293685,,,,coe_assembly.7382,Bariša ,,coe_assembly,,individual,Substitute,,Bariša ČOLAK,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7382,,Group of the European People's Party (EPP/CD),,2018-04-12 06:13:33.590970
COAKER,2018-04-26 06:30:26.293309,,,,coe_assembly.7817,Vernon ,,coe_assembly,,individual,Substitute,,Vernon COAKER,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7817,,"Socialists, Democrats and Greens Group (SOC)",,2018-04-12 06:13:33.545727
DANIEL,2018-04-26 06:30:26.748216,,,,coe_assembly.7774,Yves ,,coe_assembly,,individual,Substitute,,Yves DANIEL,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7774,,Members not belonging to a Political Group (NR),,2018-04-12 06:13:42.818164
DONALDSON,2018-04-26 06:30:39.129045,,,,coe_assembly.6666,Jeffrey ,,coe_assembly,,individual,Representative,,Jeffrey DONALDSON,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=6666,,European Conservatives Group (EC),,2018-04-12 06:13:44.897362
DOWNE,2018-04-26 06:30:39.197937,,,,coe_assembly.6468,Percy ,,coe_assembly,,individual,Substitute,,Percy DOWNE,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=6468,,(),,2018-04-12 06:13:45.003418
EBERLE-STRUB,2018-04-26 06:30:41.902059,,,,coe_assembly.7724,Susanne ,,coe_assembly,,individual,Representative,,Susanne EBERLE-STRUB,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7724,,Alliance of Liberals and Democrats for Europe (ALDE),,2018-04-12 06:13:48.004174
HEER,2018-04-26 06:30:52.602061,,,,coe_assembly.6836,Alfred ,,coe_assembly,,individual,Representative,,Alfred HEER,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=6836,,Alliance of Liberals and Democrats for Europe (ALDE),,2018-04-12 06:14:41.631173
AUCONIE,2018-04-26 06:30:02.707007,,,,coe_assembly.7778,Sophie ,,coe_assembly,,individual,Substitute,,Sophie AUCONIE,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7778,,Group of the European People's Party (EPP/CD),,2018-04-12 06:13:15.207790
ALQAWASMI,2018-04-26 06:30:18.214210,,,,coe_assembly.7607,Sahar ,,coe_assembly,,individual,Representative,,Sahar ALQAWASMI,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7607,,(),,2018-04-12 06:13:41.280508
UYSAL,2018-04-26 06:31:35.197005,,,,coe_assembly.7487,Burhanettin ,,coe_assembly,,individual,Substitute,,Burhanettin UYSAL,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7487,,European Conservatives Group (EC),,2018-04-12 06:15:13.592822
WAGNER,2018-04-26 06:31:57.206435,,,,coe_assembly.7898,Daniela ,,coe_assembly,,individual,Substitute,,Daniela WAGNER,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7898,,"Socialists, Democrats and Greens Group (SOC)",,2018-04-12 06:15:15.639910
WIECHEL,2018-04-26 06:31:57.229415,,,,coe_assembly.7597,Markus ,,coe_assembly,,individual,Substitute,,Markus WIECHEL,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7597,,Members not belonging to a Political Group (NR),,2018-04-12 06:15:16.667527
ATMOUN,2018-04-26 06:30:02.707416,,,,coe_assembly.7605,El Mehdi ,,coe_assembly,,individual,Substitute,,El Mehdi ATMOUN,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7605,,(),,2018-04-12 06:13:08.465163
D'AMBROSIO,2018-04-26 06:30:26.732647,,,,coe_assembly.7670,Vanessa ,,coe_assembly,,individual,Representative,,Vanessa D'AMBROSIO,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7670,,"Socialists, Democrats and Greens Group (SOC)",,2018-04-12 06:13:43.670617
DAVIES,2018-04-26 06:30:26.750599,,,,coe_assembly.6870,David ,,coe_assembly,,individual,Substitute,,David DAVIES,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=6870,,European Conservatives Group (EC),,2018-04-12 06:13:43.746778
DİŞLİ,2018-04-26 06:30:39.120246,,,,coe_assembly.6783,Şaban ,,coe_assembly,,individual,Representative,,Şaban DİŞLİ,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=6783,,Group of the European People's Party (EPP/CD),,2018-04-12 06:13:47.531147
DRESHAJ,2018-04-26 06:30:39.132968,,,,coe_assembly.7831,Gani ,,coe_assembly,,individual,Substitute,,Gani DRESHAJ,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7831,,(),,2018-04-12 06:13:47.611504
ESSL,2018-04-26 06:30:42.000723,,,,coe_assembly.7198,Franz Leonhard ,,coe_assembly,,individual,Representative,,Franz Leonhard ESSL,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7198,,Group of the European People's Party (EPP/CD),,2018-04-12 06:13:50.062519
WASERMAN,2018-04-26 06:31:57.217093,,,,coe_assembly.7772,Sylvain ,,coe_assembly,,individual,Representative,,Sylvain WASERMAN,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7772,,Alliance of Liberals and Democrats for Europe (ALDE),,2018-04-12 06:15:15.424444
YAŞAR,2018-04-26 06:31:58.778542,,,,coe_assembly.7484,Serap ,,coe_assembly,,individual,Representative,,Serap YAŞAR,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7484,,European Conservatives Group (EC),,2018-04-12 06:15:20.222328
ZINGERIS,2018-04-26 06:32:03.720717,,,,coe_assembly.5487,Emanuelis ,,coe_assembly,,individual,Representative,,Emanuelis ZINGERIS,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=5487,,Group of the European People's Party (EPP/CD),,2018-04-12 06:15:17.002119
VALENTA,2018-04-19 06:24:19.934889,,,,coe_assembly.7861,Jiři ,,coe_assembly,,individual,Substitute,,Jiři VALENTA,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7861,,Group of the Unified European Left (UEL),,2018-04-12 06:15:13.498867
VOGEL,2018-04-19 06:24:21.508908,,,,coe_assembly.7235,Volkmar ,,coe_assembly,,individual,Representative,,Volkmar VOGEL,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7235,,Group of the European People's Party (EPP/CD),,2018-04-12 06:15:14.177951
AMRAOUI,2018-04-26 06:30:18.186781,,,,coe_assembly.7735,Allal ,,coe_assembly,,individual,Substitute,,Allal AMRAOUI,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7735,,(),,2018-04-12 06:13:29.250767
DI STEFANO,2018-04-26 06:30:39.120625,,,,coe_assembly.7120,Manlio ,,coe_assembly,,individual,Representative,,Manlio DI STEFANO,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7120,,Members not belonging to a Political Group (NR),,2018-04-12 06:13:45.272031
EIDE,2018-04-26 06:30:41.913482,,,,coe_assembly.7811,Petter ,,coe_assembly,,individual,Substitute,,Petter EIDE,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7811,,Group of the Unified European Left (UEL),,2018-04-12 06:13:47.086889
ELALOUF,2018-04-26 06:30:41.927062,,,,coe_assembly.7419,Elie ,,coe_assembly,,individual,Substitute,,Elie ELALOUF,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7419,,(),,2018-04-12 06:13:47.130068
ESTRELA,2018-04-26 06:30:42.008735,,,,coe_assembly.7542,Edite ,,coe_assembly,,individual,Representative,,Edite ESTRELA,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7542,,"Socialists, Democrats and Greens Group (SOC)",,2018-04-12 06:13:47.277936
KERESTECİOĞLU DEMİR,2018-04-26 06:31:00.224095,,,,coe_assembly.7478,Filiz ,,coe_assembly,,individual,Representative,,Filiz KERESTECİOĞLU DEMİR,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7478,,Group of the Unified European Left (UEL),,2018-04-12 06:14:54.632235
WELLS,2018-04-26 06:31:57.219902,,,,coe_assembly.7568,David M. ,,coe_assembly,,individual,Representative,,David M. WELLS,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7568,,(),,2018-04-12 06:15:15.605509
ZMAJLOVIĆ,2018-04-26 06:32:03.717192,,,,coe_assembly.7669,Mihael ,,coe_assembly,,individual,Substitute,,Mihael ZMAJLOVIĆ,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7669,,"Socialists, Democrats and Greens Group (SOC)",,2018-04-12 06:15:17.204162
VALLINI,2018-04-19 06:24:19.940478,,,,coe_assembly.7828,André ,,coe_assembly,,individual,Substitute,,André VALLINI,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7828,,"Socialists, Democrats and Greens Group (SOC)",,2018-04-12 06:15:13.651112
ENGBLOM,2018-04-26 06:30:41.930349,,,,coe_assembly.7732,Annicka ,,coe_assembly,,individual,Substitute,,Annicka ENGBLOM,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7732,,Group of the European People's Party (EPP/CD),,2018-04-12 06:13:46.708322
EVANS,2018-04-26 06:30:42.471038,,,,coe_assembly.5586,Nigel ,,coe_assembly,,individual,Representative,,Nigel EVANS,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=5586,,European Conservatives Group (EC),,2018-04-12 06:13:58.996528
WILMES,2018-04-26 06:31:57.235468,,,,coe_assembly.7450,Serge ,,coe_assembly,,individual,Substitute,,Serge WILMES,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7450,,Group of the European People's Party (EPP/CD),,2018-04-12 06:15:15.645497
AGHAYEVA,2018-04-19 06:24:02.747828,,,,coe_assembly.7832,Ulviyye ,,coe_assembly,,individual,Representative,,Ulviyye AGHAYEVA,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7832,,Free Democrats Group (FDG),,2018-04-12 06:13:51.775426
AMON,2018-04-19 06:24:03.254055,,,,coe_assembly.7197,Werner ,,coe_assembly,,individual,Representative,,Werner AMON,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7197,,Group of the European People's Party (EPP/CD),,2018-04-12 06:13:52.129063
VENIZELOS,2018-04-19 06:24:19.943487,,,,coe_assembly.7548,Evangelos ,,coe_assembly,,individual,Substitute,,Evangelos VENIZELOS,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7548,,"Socialists, Democrats and Greens Group (SOC)",,2018-04-12 06:15:13.660142
ATSHEMYAN,2018-04-26 06:30:02.702763,,,,coe_assembly.7844,Karine ,,coe_assembly,,individual,Substitute,,Karine ATSHEMYAN,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7844,,European Conservatives Group (EC),,2018-04-12 06:13:52.019940
ANAGNOSTOPOULOU,2018-04-26 06:30:18.193879,,,,coe_assembly.7390,Athanasia ,,coe_assembly,,individual,Representative,,Athanasia ANAGNOSTOPOULOU,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7390,,Group of the Unified European Left (UEL),,2018-04-12 06:13:52.324202
ANTTILA,2018-04-26 06:30:18.197708,,,,coe_assembly.2777,Sirkka-Liisa ,,coe_assembly,,individual,Representative,,Sirkka-Liisa ANTTILA,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=2777,,Alliance of Liberals and Democrats for Europe (ALDE),,2018-04-12 06:13:52.464838
AMTSBERG,2018-04-26 06:30:18.214241,,,,coe_assembly.7217,Luise ,,coe_assembly,,individual,Representative,,Luise AMTSBERG,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7217,,"Socialists, Democrats and Greens Group (SOC)",,2018-04-12 06:13:52.241431
ARIEV,2018-04-26 06:30:18.303988,,,,coe_assembly.7025,Volodymyr ,,coe_assembly,,individual,Representative,,Volodymyr ARIEV,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7025,,Group of the European People's Party (EPP/CD),,2018-04-12 06:13:52.505933
EL MOKRIE EL IDRISSI,2018-04-26 06:30:41.923791,,,,coe_assembly.7757,Abouzaid ,,coe_assembly,,individual,Representative,,Abouzaid EL MOKRIE EL IDRISSI,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7757,,(),,2018-04-12 06:13:48.109927
MEŽECKIS,2018-04-26 06:31:06.612743,,,,coe_assembly.4172,Romāns ,,coe_assembly,,individual,Substitute,,Romāns MEŽECKIS,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=4172,,Members not belonging to a Political Group (NR),,2018-04-12 06:15:04.024060
MAVROTAS,2018-04-26 06:31:08.826482,,,,coe_assembly.7549,Georgios ,,coe_assembly,,individual,Substitute,,Georgios MAVROTAS,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7549,,"Socialists, Democrats and Greens Group (SOC)",,2018-04-12 06:15:04.200992
MATARÍ,2018-04-26 06:31:08.827654,,,,coe_assembly.7710,Juan José ,,coe_assembly,,individual,Representative,,Juan José MATARÍ,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7710,,Group of the European People's Party (EPP/CD),,2018-04-12 06:15:04.117297
XHEMBULLA,2018-04-26 06:31:57.643010,,,,coe_assembly.7800,Almira ,,coe_assembly,,individual,Substitute,,Almira XHEMBULLA,http://www.assembly.coe.int/nw/xml/AssemblyList/MP-Details-EN.asp?MemberID=7800,,"Socialists, Democrats and Greens Group (SOC)",,2018-04-12 06:15:19.563685
